,drug_cod,drug_x,provider_code,provider_drug_cod,code,drug_y
690,607, Бронхикум С 100мл №1 сироп,000000000000000002-003321,6350,2-003321,Бронхикум С сироп 100мл фл. с доз. стак.
691,6021, Бициллин -3 600000ЕД №50 фл пор д/ин в/м,000000000000000002-003294,6350,2-003294,Бициллин-3 пор. д/приг. сусп. д/в/м введ. 600 000 ЕД. фл. №50
692,14955, Амброксол сироп 30мг/ 5мл 100мл фл №1,0000000000000000000013139,6350,013139,Амброксол сироп 30мг/5мл 100мл фл. полим. в компл. с мерн. ложк.
693,14976, Флуоксетин 10мг №20 капс,0000000000000000000014088,6350,014088,Флуоксетин капс. 10мг №20
694,5294, Эмла 5г №5 крем,0000000000000000000003614,6350,003614,Эмла крем д/местн. и наруж. прим. 5г №5
695,13583, Хлоропирамин 25мг №20 тб,0000000000000000000010692,6350,010692,Хлоропирамин таб. 25мг №20
696,13583, Хлоропирамин 25мг №20 тб,0000000000000000000010692,6350,010692,Хлоропирамин таб. 25мг №20
697,13747, Бидоп 5мг №56 тб ,0000000000000000000003520,6350,003520,Бидоп таб. 5мг №56
698,13766, Аденозинтрифосфат натрия-Виал 1% 1мл №10 амп р-р для в/в введ,0000000000000000000006313,6350,006313,Натрия аденозинтрифосфат р-р д/ин амп. 1% 1мл №10
699,6045, Натрия аденозинтрифостфат - Виал 10мг/мл 1мл №10 амп р-р для в/в введ,0000000000000000000006313,6350,006313,Натрия аденозинтрифосфат р-р д/ин амп. 1% 1мл №10
700,13047, Метрогил 1% 30г гель д/наруж прим,0000000000000000000002918,6350,002918,Метрогил гель д/нар. прим. тубы 1% 30г
701,6843, Метрогил 30г гель туба,0000000000000000000002918,6350,002918,Метрогил гель д/нар. прим. тубы 1% 30г
702,13093, Тавегил 1мг/мл 2мл №5 амп р-р в/в в/м введ,0000000000000000000009820,6350,009820,"Тавегил р-р амп. д/ин. 0,1% 2мл №5"
703,673, Тавегил 1мг/мл 2мл №5 амп р-р в/в в/м введ,0000000000000000000009820,6350,009820,"Тавегил р-р амп. д/ин. 0,1% 2мл №5"
704,839, Грандаксин 50мг №20 тб,0000000000000000000003501,6350,003501,Грандаксин таб. 50мг №20
705,852, Дибазол 10мг/мл 1мл №10 амп р-р д/в/в и в/м введ,000000000000000002-001424,6350,2-001424,Дибазол р-р д/ин 10мг/мл 1мл амп. №10
706,585," Флуцинар 0,025% 15г №1 гель туба",000000000000000002-002903,6350,2-002903,"Флуцинар гель туба 0,025% 15г"
707,599, Моночинкве 40мг №30 тб,000000000000000002-003018,6350,2-003018,Моночинкве таб. 40мг №30
708,8728, Аквалор Бэби р-р интраназ 15мл фл-кап/пл ПК,0000000000000000000002906,6350,002906,Аквалор беби капли 15мл
709,13098, Йодинол 100мл №1 р-р для местн и наружн прим-я,0000000000000000000004207,6350,004207,Йодинол р-р д/местн. и нар. прим. фл. 100мл
710,12276, Азалептин 100мг №50 тб,000000000000000002-002210,6350,2-002210,Азалептин таб. 100мг №50
711,314, Азалептин 100мг №50 тб,000000000000000002-002210,6350,2-002210,Азалептин таб. 100мг №50
712,12287, Аспаркам-L 10мл №10 амп р-р для в/в введ,0000000000000000000006046,6350,006046,Аспаркам-L р-р д/в/в 10мл амп. №10
713,12287, Аспаркам-L 10мл №10 амп р-р для в/в введ,0000000000000000000006046,6350,006046,Аспаркам-L р-р д/в/в 10мл амп. №10
714,8848, Но-шпа 40мг №6 тб,000000000000000002-002475,6350,2-002475,Но-шпа таб. 40мг №6
715,658, Декарис 50мг №2 тб,000000000000000002-001638,6350,2-001638,Декарис таб. 50мг №2
716,15459, Лефлобакт5 мг/мл 100мл №1 фл р-р д/инф,0000000000000000000013914,6350,013914,Лефлобакт р-р д/инф. 5мг/мл 100мл фл. стекл.
717,15459, Лефлобакт5 мг/мл 100мл №1 фл р-р д/инф,0000000000000000000013914,6350,013914,Лефлобакт р-р д/инф. 5мг/мл 100мл фл. стекл.
718,6765, Диклофенак 100мг №6 супп,0000000000000000000001518,6350,001518,Диклофенак супп. рект. 100мг №6
719,6765, Диклофенак 100мг №6 супп,0000000000000000000001518,6350,001518,Диклофенак супп. рект. 100мг №6
720,15672, Кавинтон 5мг №50 тб,0000000000000000000007291,6350,007291,Кавинтон таб. 5мг №50
721,846, Бромгексин 8 Берлин-Хеми 8мг №25 драже,0000000000000000000002518,6350,002518,Бромгексин 8 Берлин-Хеми драже 8мг №25
722,602, L-Тироксин 100мкг №50 тб,000000000000000002-002592,6350,2-002592,L-Тироксин 100 Берлин-Хеми таб. 100мкг №50
723,614, Бромгексин 4мг/5мл 60мл №1 р-р д/приема внутрь фл,0000000000000000000002555,6350,002555,Бромгексин 4 Берлин-Хеми р-р д/вн. прим. 60 мл №1
724,6796, Леспефрил 100мл р-р д/приема внутрь,000000000000000002-003146,6350,2-003146,Леспефрил р-р (Леспефлан) д/пр./вн. 100мл
725,6808," КромоГексал 2,8мг/доза 15мл спрей наз",000000000000000002-001967,6350,2-001967,"КромоГексал спрей наз. 2,8мг/доза 85 доз 15мл"
726,13035, Анаприлин 10мг №50 тб,0000000000000000000005017,6350,005017,Анаприлин таб. 10мг №50
727,15657, Бетагистин 8мг №30 тб,0000000000000000000011725,6350,011725,Бетагистин таб. 8мг №30
728,4741, Изониазид 100мг/мл 5мл  №10 амп раствор для инъекций и ингаляций ,0000000000000000000003428,6350,003428,Изониазид р-р д/ин. и ингал. 10% 5мл амп. №10
729,13751, Диклофенак 5% 50г №1 гель д/наружн прим-я наруж,0000000000000000000009404,6350,009404,Диклофенак гель д/нар. прим. 5% 50г
730,861," Дигоксин 0,25мг №50 тб",000000000000000002-002465,6350,2-002465,"Дигоксин таб. 0,25мг №50"
731,8769, Анальгин-Хинин тб пл/о №20 ,0000000000000000000002582,6350,002582,Анальгин-хинин таб. п/п/о №20
732,2254, Анальгин - хинин №20 тб пл/о,0000000000000000000002582,6350,002582,Анальгин-хинин таб. п/п/о №20
733,841, Ардуан 4мг 2мл №25 фл лиоф-т д/приг р-ра в/в + р-ль,000000000000000002-001634,6350,2-001634,"Ардуан лиоф. д/пр.р-ра д/в/в 4мг фл. в комп. с р-ем-натр. хлор. р-р 0,9% 2мл №25"
734,6782, Каланхоэ 20мл сок,000000000000000002-001360,6350,2-001360,Каланхоэ сок р-р д/местн. и наруж.прим 20мл
735,906, Бутадион 5% 20г №1 мазь туба,000000000000000002-001804,6350,2-001804,Бутадион мазь туба 5% 20г
736,12312, Валосердин 50мл №1 кап орал фл т/с с кап,0000000000000000000003621,6350,003621,Валосердин капли 50мл фл. темн. ст.
737,634, Фталазол 500мг №10 тб,0000000000000000000003972,6350,003972,"Фталазол таб. 0,5г №10"
738,667," Длянос 0,05% 10мл №1 капли наз д/детей",0000000000000000000003555,6350,003555,"Длянос капли наз. (д/детей) фл. с крышк.-пип. 0,05% 10мл"
739,3889, Гастрофарм №6 тб,0000000000000000000002587,6350,002587,Гастрофарм таб. №6
740,1211, Хлорпротиксен Зентива 15мг №30 тб пл/о,0000000000000000000008957,6350,008957,Хлорпротиксен-Зентива таб. п/п/о 15мг №30
741,919, Вольтарен 100мг №5 супп рект,000000000000000002-000473,6350,2-000473,Вольтарен супп. рект. 100мг №5
742,3895, Фарингосепт 10мг №20 тб,000000000000000002-001841,6350,2-001841,Фарингосепт таб. д/расс. 10мг №20
743,5612, Бекарбон №6 тб,0000000000000000000001703,6350,001703,Бекарбон таб. №6
744,936, Калпол 120мг/5мл 100мл №1 фл сусп д/приема внутрь,0000000000000000000001892,6350,001892,Калпол сусп. д/детей 100мл
745,1239, Трихопол 250мг №20 тб,000000000000000002-001605,6350,2-001605,Трихопол таб. 250мг №20
746,6817, Линкас Лор №16 пастилки мед-лимон,0000000000000000000003548,6350,003548,Линкас Лор пастилки мед-лимон №16
747,6817, Линкас Лор №16 пастилки мед-лимон,0000000000000000000003548,6350,003548,Линкас Лор пастилки мед-лимон №16
748,13569, Фуразолидон 50мг №10 тб,0000000000000000000010011,6350,010011,Фуразолидон таб. 50мг №10
749,13748, Бидоп 10мг №28 тб ,0000000000000000000008765,6350,008765,Бидоп таб. 10мг №28
750,13077, Максиколд Рино пор д/р-р орал апельс 15г №10 ,0000000000000000000009357,6350,009357,Максиколд Рино пор. д/приг. р-ра д/пр. внут. (апельсин) 15г №10
751,217, Проскар 5мг №28 тб,0000000000000000000003768,6350,003768,Проскар таб. п/п/о 5мг №28
752,5611, Ацикловир  5% 10г мазь д/нар прим туба,000000000000000002-000837,6350,2-000837,Ацикловир мазь д/нар. прим. 5% 10г
753,6842, Метрогил 30г гель ваг туба,0000000000000000000002917,6350,002917,Метрогил гель ваг. тубы 30г
754,6922, Пимафукорт 15г мазь туба,000000000000000002-003074,6350,2-003074,Пимафукорт мазь тубы 15г
755,6815, Лиотон 1000 1000МЕ/1г 30г №1 гель туба,0000000000000000000004026,6350,004026,Лиотон 1000 гель д/нар. прим. 30г
756,13698, Тражента 5мг №30 тб пл/о ,0000000000000000000005872,6350,005872,Тражента таб. п/п/о 5мг №30
757,13017, Фурацилин 0.2% 25г мазь банка,000000000000000002-001106,6350,2-001106,"Фурацилин мазь д/нар. прим. 0,2% 25г"
758,8886, Мадопар 125мг 100мг+25мг №100 капс,0000000000000000000007316,6350,007316,Мадопар 125 капс. 100мг+25мг фл.темн.ст. №100
759,8886, Мадопар 125мг 100мг+25мг №100 капс,0000000000000000000007316,6350,007316,Мадопар 125 капс. 100мг+25мг фл.темн.ст. №100
760,6893, Никоретте 15мг/16ч №7 трансдерм сист,0000000000000000000003600,6350,003600,Никоретте трансдерм. терапевт. сист. (пластырь) 15мг/16ч саше №7
